"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6"
"f_diff_var_15_var_36_rank","new_num_prcnt","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var5_saldo_var5","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","f_diff_num_var22_ult3_num_med_var45_ult3","imp_op_var41_comer_ult1","new_ind_sum","var15","saldo_var30","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","num_var45_ult3","num_var4","abs_f_ratio_num_var30_saldo_var30","0.826958","0.832428","0.837722","0.810379","0.835086","0.82786"
"f_diff_num_var30_4","num_of_used","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","new_ind_group5_sum","nonzerocount.saldo","f_diff_num_var45_ult13","saldo_var42","new_ind_var5_0","f_diff_var_15_var_36_rank","var15","f_num_3_sum_num","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","max.saldo","saldo_var5","new_num_group5_prcnt","imp_op_var39_comer_ult3","new_num_var5_0","0.829979","0.82259","0.826958","0.810013","0.819467","0.814398"
"f_diff_num_var30_4","num_med_var22_ult3","imp_op_var41_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","new_num_0_group5_sum","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace2","num_var22_ult1","ind_var30","nonzerocount.num","f_num_quan_70_sum_saldo","new_num_prcnt","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var5_0","num_of_used","0.84056","0.840205","0.835435","0.827134","0.833371","0.827391"
"imp_trans_var37_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","abs_f_diff_saldo_var5_30","num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","max.saldo","num_var30","new_num_prcnt","num_var45_hace2","new_ind_var30_0","n0","saldo_var42","nonzerocount.saldo","new_num_sum","var15","saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.83421","0.812929","0.810954","0.818185","0.811489","0.810232"
"imp_op_var39_comer_ult3","nonzerocount.num","num_var45_hace2","new_num_var5_0","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var4","n0","max.saldo","f_diff_var_15_var_36_less_60","ind_var30","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","var15","new_num_group5_sum","saldo_var5","f_num_non_zero_sum_ind","f_diff_imp_op_var41_efect_comer_ult1","ind_comb_rank","f_diff_imp_op_var39_comer_ult13","0.833932","0.834949","0.82793","0.808224","0.826739","0.804421"
"f_diff_var_15_var_36_rank","saldo_medio_var5_hace3","var15","f_num_quan_70_sum_saldo","num_med_var45_ult3","num_var4","imp_op_var41_comer_ult1","abs_f_diff_num_var30_4","new_num_prcnt","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var30_4","num_of_used","nonzerocount.saldo","abs_f_diff_saldo_var5_30","saldo_var30","f_ratio_num_var42_saldo_var42","saldo_var8","var38","saldo_medio_var5_hace2","0.840444","0.828699","0.838035","0.818543","0.822445","0.828703"
"num_var22_hace3","num_var45_hace3","var15","saldo_var37","new_ind_var5_0","f_num_non_zero_sum_ind","new_ind_var30_0","num_var45_hace2","new_num_prcnt","n0","ind_var5","abs_f_diff_saldo_var5_30","max.saldo","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult1","new_num_group5_sum","nonzerocount.num","num_var45_ult1","0.836009","0.834029","0.830921","0.810781","0.815651","0.810421"
"imp_op_var41_comer_ult1","new_num_group5_sum","n0","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_hace2","new_num_prcnt","abs_f_diff_num_var30_4","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","new_ind_0_group5_sum","var38","new_num_sum","imp_op_var39_efect_ult1","num_var22_hace3","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","0.81694","0.82082","0.819682","0.806691","0.811188","0.80348"
"new_num_var30_0","abs_f_diff_saldo_var5_30","ind_var5","abs_f_diff_imp_op_var41_efect_comer_ult1","f_ratio_num_var42_saldo_var42","f_diff_imp_op_var41_comer_ult13","new_ind_0_group5_sum","num_of_used","new_num_sum","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_efect_ult3","num_meses_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.saldo","max.saldo","num_var30","f_diff_num_var45_ult13","f_diff_var_15_var_38","saldo_var30","0.838312","0.838857","0.837008","0.802848","0.812435","0.826187"
"imp_op_var39_ult1","f_num_non_zero_sum_ind","new_ind_sum","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","nonzerocount.saldo","num_var30","max.saldo","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult3","new_ind_group5_sum","new_num_var30_0","f_diff_saldo_medio_var5_ult13","imp_op_var41_efect_ult1","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace2","f_diff_var_15_larger","0.827151","0.830345","0.827645","0.80301","0.830804","0.821518"
"var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_2","saldo_var30","new_num_group5_prcnt","f_diff_imp_op_var41_efect_comer_ult1","new_ind_var5_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var5_0","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","num_med_var45_ult3","var15","f_diff_var_15_var_36_less_60","new_num_group5_sum","new_ind_0_group5_sum","num_var30","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ftr_ult1_ult3_ratio_num_var45","0.833135","0.827662","0.837856","0.818247","0.837516","0.829147"
"max.saldo","abs_f_ratio_num_var30_saldo_var30","n0","f_diff_var_15_var_36_cutpoint_smaller","var15","saldo_var30","num_var30","new_ind_group5_sum","f_diff_var_15_larger","num_var42","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_hace3","sald0_quantile_diff_3","num_meses_var5_ult3","0.830534","0.820521","0.822128","0.809161","0.827114","0.808063"
"new_ind_0_group5_sum","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","var15","saldo_medio_var5_ult3","num_med_var45_ult3","num_var4","nonzerocount.num","f_diff_var_15_var_36_rank","num_var30","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_2","new_ind_sum","f_diff_var_15_var_36_cutpoint_smaller","num_meses_var5_ult3","num_var22_ult3","f_num_3_sum_num","saldo_medio_var5_hace2","0.834546","0.807352","0.828468","0.820103","0.828265","0.8251"
"saldo_medio_var5_ult1","saldo_medio_var8_ult3","new_num_group5_prcnt","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_rank","var38","var36","f_diff_var_15_var_38","saldo_medio_var5_hace2","n0","saldo_var5","new_ind_sum","nonzerocount.num","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","imp_trans_var37_ult1","new_ind_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var5_ult3","saldo_medio_var8_ult1","0.836555","0.802234","0.830855","0.82144","0.803972","0.804332"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_var5_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","var15","imp_op_var41_efect_ult3","f_diff_num_var30_4","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","new_ind_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_ratio_num_var42_saldo_var42","saldo_var30","saldo_medio_var5_hace2","0.829042","0.827745","0.821141","0.811256","0.811569","0.812095"
"saldo_medio_var5_ult3","num_meses_var5_ult3","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","num_var8_0","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","ind_comb_rank","sald0_quantile_diff_1","new_ind_sum","num_var4","f_diff_var_15_var_36_less_60","saldo_var30","num_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","0.828075","0.839739","0.817323","0.822493","0.822382","0.827743"
"saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace3","new_ind_var5_0","var38","new_num_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","num_med_var22_ult3","f_diff_var_15_var_36_rank","ind_comb_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","new_num_var30_0","f_diff_num_var30_4","saldo_var42","abs_f_ratio_num_var30_saldo_var30","imp_op_var41_efect_ult3","0.824872","0.841493","0.813796","0.824845","0.836944","0.815634"
"n0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_trans_var37_ult1","f_ratio_num_var42_saldo_var42","var15","saldo_medio_var5_ult1","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var5_ult3","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","f_diff_num_var30_4","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var35","0.831832","0.828862","0.819284","0.810544","0.826739","0.826291"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","saldo_var42","num_var4","new_num_group5_prcnt","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_less_60","new_ind_var5_0","new_ind_var30_0","ind_var30","saldo_medio_var5_ult1","num_quantile_diff_1","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","nonzerocount.num","f_diff_imp_op_var41_efect_comer_ult1","0.830315","0.818008","0.822872","0.804062","0.814323","0.810157"
"new_num_sum","f_diff_num_var45_ult13","ind_comb_rank","num_of_used","f_diff_num_var30_4","num_var45_hace2","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_ult13","num_quantile_diff_3","new_num_group5_sum","abs_f_diff_num_var30_4","num_var45_ult3","new_ftr_ult1_ult3_ratio_num_var45","var15","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","saldo_medio_var5_hace2","num_var22_ult1","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.822671","0.814914","0.826772","0.814199","0.814749","0.814389"
"imp_op_var39_comer_ult1","new_num_group5_prcnt","saldo_medio_var5_ult1","f_diff_var_15_var_38","num_var45_ult3","num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_num_var30_4","num_var30","f_diff_var_15_var_36_less_60","num_var45_hace2","ind_var30","nonzerocount.num","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","num_med_var22_ult3","num_var5","num_var22_ult3","0.839295","0.80811","0.833124","0.823165","0.81755","0.82332"
"num_quantile_diff_1","var15","new_num_prcnt","num_med_var22_ult3","f_diff_saldo_medio_var5_ult13","saldo_medio_var8_ult1","sald0_quantile_diff_2","abs_f_diff_num_var30_4","new_num_group5_sum","saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","var36","saldo_medio_var5_ult3","var38","abs_f_diff_saldo_var5_42","f_ratio_num_var42_saldo_var42","imp_op_var41_ult1","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.num","abs_f_diff_imp_op_var41_efect_comer_ult1","0.839669","0.840994","0.83449","0.825113","0.834983","0.80247"
"f_ratio_num_var42_saldo_var42","num_var22_ult1","saldo_var5","abs_f_ratio_num_var5_saldo_var5","num_var5","n0","f_diff_saldo_medio_var5_8_ult11","ind_var30","sald0_quantile_diff_3","nonzerocount.saldo","var38","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","num_of_used","new_ind_var30_0","f_diff_var_15_var_36_less_60","imp_op_var41_comer_ult3","f_diff_var_15_var_36_cutpoint_smaller","0.833601","0.826235","0.804135","0.810528","0.829283","0.804942"
"num_var45_ult3","new_num_sum","f_diff_var_15_var_36_rank","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_num_var30_4","num_var45_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_of_used","new_ind_group5_sum","var38","abs_f_diff_num_var30_4","num_var35","nonzerocount.saldo","new_num_group5_prcnt","saldo_medio_var5_hace3","imp_ent_var16_ult1","saldo_var5","num_var45_hace3","num_meses_var5_ult3","0.810628","0.807482","0.833862","0.820397","0.818998","0.823196"
"num_var42","f_ratio_num_var42_saldo_var42","saldo_medio_var5_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_num_var30_4","f_diff_num_var30_4","saldo_var8","f_num_quan_70_sum_saldo","num_var22_hace3","ind_var5","f_diff_var_15_var_36_rank","num_var22_ult1","num_var45_ult3","saldo_medio_var5_hace3","imp_op_var39_ult1","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_less_60","f_num_3_sum_num","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_38","0.841225","0.814967","0.839983","0.82608","0.835495","0.82808"
"new_num_prcnt","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace3","f_diff_num_var30_4","imp_var43_emit_ult1","num_med_var45_ult3","new_ftr_ult1_ult3_ratio_num_var45","var15","new_num_var30_0","f_diff_var_15_var_36_less_60","new_ind_var5_0","abs_f_diff_num_var30_4","num_var35","sald0_quantile_diff_3","imp_op_var41_ult1","num_var22_hace2","saldo_medio_var5_hace2","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_rank","f_diff_var_15_larger","0.823232","0.830985","0.828332","0.8118","0.811402","0.803374"
"num_med_var45_ult3","f_diff_saldo_medio_var5_ult13","num_var45_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_38","f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","new_num_group5_sum","ind_comb_rank","saldo_var8","num_var22_ult1","abs_f_diff_saldo_var5_42","f_diff_num_var30_4","var15","f_diff_var_15_var_36_less_60","saldo_var42","sald0_quantile_diff_1","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","0.840709","0.842831","0.837034","0.824464","0.837237","0.830537"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_sum","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var45_ult13","f_diff_var_15_var_38","new_ind_group5_sum","new_num_group5_sum","new_ftr_ult1_ult3_ratio_num_var45","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_less_60","ind_var5","num_var22_ult3","num_meses_var5_ult3","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult3","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_ratio_num_var42_saldo_var42","0.834669","0.801586","0.828192","0.805865","0.804967","0.820526"
"num_of_used","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","saldo_var42","f_diff_var_15_var_38","f_num_3_sum_num","ind_var30","new_ind_var30_0","new_ind_0_group5_sum","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_2","f_diff_var_15_larger","new_ind_group5_sum","n0","f_diff_var_15_var_36_rank","saldo_medio_var5_ult1","nonzerocount.saldo","0.837372","0.837062","0.833122","0.806175","0.813312","0.82424"
"new_num_group5_sum","saldo_var30","sald0_quantile_diff_3","num_var42","saldo_medio_var5_hace2","max.saldo","var15","var38","f_diff_saldo_medio_var5_8_ult11","num_var45_hace2","f_num_non_zero_sum_ind","imp_op_var39_efect_ult1","num_var45_hace3","ind_var30","imp_op_var39_ult1","new_ind_var30_0","saldo_medio_var5_ult3","abs_f_diff_num_var30_4","saldo_var42","new_num_var30_0","0.841529","0.827426","0.838727","0.824175","0.838058","0.829868"
"imp_op_var41_efect_ult3","new_num_sum","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.num","num_med_var22_ult3","num_var4","new_num_prcnt","num_of_used","var36","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_rank","num_meses_var5_ult3","saldo_medio_var8_ult1","f_diff_var_15_var_36_less_60","new_num_var30_0","0.826302","0.813871","0.824864","0.802777","0.824111","0.817552"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_3_sum_num","max.saldo","imp_op_var41_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","ind_var5","saldo_medio_var5_hace3","saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","new_ind_0_group5_sum","saldo_var42","new_ind_var30_0","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_prcnt","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_ult13","0.831246","0.815451","0.804584","0.811353","0.816826","0.818025"
"var15","num_var22_ult3","num_meses_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_sum","new_num_prcnt","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_comb_rank","num_var35","saldo_medio_var8_ult1","num_var30","f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_ult1","f_diff_var_15_var_36_rank","0.828945","0.816699","0.815107","0.807349","0.808839","0.803365"
"num_quantile_diff_1","abs_f_ratio_num_var30_saldo_var30","new_num_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","nonzerocount.num","num_var22_ult1","f_diff_var_15_var_36_less_60","new_num_sum","f_diff_var_15_larger","new_num_var30_0","num_var45_hace3","saldo_var30","ind_var30","var38","num_var45_ult1","f_num_3_sum_num","new_ind_var5_0","var15","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","0.833558","0.830658","0.837367","0.825921","0.832736","0.830981"
"new_ind_0_group5_sum","num_med_var45_ult3","f_diff_num_var30_4","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var5","saldo_var42","var15","ind_var5","num_var22_ult1","abs_f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","var38","new_ind_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace2","new_num_group5_sum","max.saldo","0.841136","0.839351","0.83743","0.825294","0.838046","0.829681"
"abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","ind_var30","abs_f_diff_num_var30_4","f_ratio_num_var42_saldo_var42","new_num_group5_prcnt","nonzerocount.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","f_diff_var_15_larger","abs_f_diff_saldo_var5_42","f_diff_num_var30_4","new_ind_var5_0","num_meses_var39_vig_ult3","f_diff_var_15_var_36_cutpoint_smaller","num_quantile_diff_1","var36","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","0.82696","0.819837","0.820348","0.802488","0.817524","0.801317"
"imp_op_var39_comer_ult1","var15","ind_comb_rank","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","num_quantile_diff_3","new_ind_sum","saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","new_num_prcnt","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var30","f_diff_saldo_medio_var5_ult13","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","new_ind_var30_0","new_num_var30_0","imp_op_var41_efect_ult1","f_num_quan_70_sum_saldo","0.824196","0.827677","0.83217","0.808985","0.820633","0.812217"
"num_var5","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","ind_var30","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","imp_trans_var37_ult1","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","num_of_used","var38","imp_op_var39_ult1","new_ind_0_group5_sum","new_ftr_ult1_ult3_ratio_num_var45","ind_var5","0.833852","0.844499","0.83923","0.817641","0.836992","0.829054"
"imp_op_var39_ult1","f_diff_imp_op_var41_comer_ult13","var15","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_8_ult11","num_var4","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","new_ind_sum","sald0_quantile_diff_3","abs_f_ratio_num_var30_saldo_var30","num_var45_ult3","f_diff_var_15_var_36_rank","f_diff_num_var43_emit_recib_ult1","saldo_medio_var5_ult3","n0","0.825369","0.825932","0.826736","0.808738","0.827561","0.807436"
"new_ind_group5_sum","max.saldo","num_var45_hace3","var38","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15","imp_op_var39_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var5_ult3","new_num_var30_0","saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","saldo_var30","abs_f_diff_num_var30_4","imp_var43_emit_ult1","f_diff_var_15_var_36_rank","nonzerocount.num","0.837065","0.837084","0.838349","0.820212","0.837621","0.829426"
"f_diff_saldo_var5_saldo_medio_var5_hace3","num_var42","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_med_var45_ult3","saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_prcnt","n0","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","f_diff_var_15_var_38","saldo_medio_var5_hace2","new_ind_var30_0","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_3_sum_num","abs_f_diff_saldo_var5_30","max.saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","0.839264","0.819765","0.837038","0.823301","0.822122","0.830067"
"num_of_used","num_var30","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","saldo_medio_var5_ult1","f_diff_var_15_var_38","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","saldo_var30","saldo_var8","f_num_quan_70_sum_saldo","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_num_var22","num_meses_var39_vig_ult3","new_num_group5_prcnt","num_var4","new_ind_var30_0","imp_trans_var37_ult1","f_diff_var_15_var_36_rank","0.835791","0.811904","0.836384","0.802082","0.807261","0.803958"
"f_diff_var_15_var_36_cutpoint_smaller","num_var5","sald0_quantile_diff_2","num_var45_ult1","f_diff_var_15_var_38","imp_op_var39_comer_ult3","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","new_ind_sum","num_quantile_diff_3","f_diff_var_15_var_36_less_60","imp_op_var41_efect_ult3","new_num_group5_prcnt","num_var42","abs_f_diff_saldo_medio_var5_8_ult11","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","new_num_var5_0","num_var30","0.831731","0.821462","0.818543","0.821768","0.829341","0.811873"
"f_num_quan_70_sum_saldo","new_num_group5_prcnt","f_diff_var_15_var_36_cutpoint_smaller","imp_var43_emit_ult1","abs_f_diff_num_var30_4","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","var38","new_num_sum","f_diff_var_15_var_36_rank","imp_trans_var37_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","f_diff_var_15_larger","num_var45_ult1","new_ind_sum","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_efect_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","0.825247","0.838058","0.834836","0.800173","0.815621","0.817557"
