"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_var_15_var_36_cutpoint_smaller","num_meses_var39_vig_ult3","f_diff_var_15_var_38","new_num_sum","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var45_ult13","saldo_var30","new_ftr_ult1_ult3_ratio_num_var45","saldo_var42","new_ind_group5_sum","f_diff_saldo_medio_var5_8_ult11","num_var5","f_ratio_num_var42_saldo_var42","max.saldo","saldo_medio_var5_hace2","imp_op_var39_ult1","num_var45_ult1","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_hace3","saldo_medio_var5_ult1","var38","num_var42","f_diff_var_15_larger","abs_f_ratio_num_var30_saldo_var30","var15_ratio","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","f_diff_var_15_var_36_less_60","saldo_var8","saldo_var5","num_meses_var5_ult3","n0","num_var35","f_diff_num_var30_4","0.839153","0.841855","0.835512","0.807977","0.83692","0.811755","0.838275","0.812397","0.834746","0.847437"
"new_num_var30_0","num_var22_ult1","new_ind_group5_sum","f_diff_num_var45_ult13","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","num_of_used","ind_comb_rank","var15","var36","new_num_prcnt","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_efect_ult3","new_num_group5_sum","num_var42","new_ind_var5_0","new_ind_var30_0","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var39_vig_ult3","saldo_medio_var5_hace3","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","num_quantile_diff_3","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace2","f_diff_num_var22_ult3_num_med_var45_ult3","f_num_3_sum_num","num_var45_ult1","num_var5","f_ratio_num_var42_saldo_var42","num_var22_ult3","max.saldo","f_diff_imp_op_var41_efect_comer_ult1","ind_var30","imp_op_var39_efect_ult1","0.837271","0.818659","0.833634","0.817911","0.814237","0.82511","0.833885","0.801622","0.829806","0.842012"
"nonzerocount.num","nonzerocount.saldo","saldo_var30","n0","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_num_var30_4","num_meses_var39_vig_ult3","num_of_used","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","f_diff_var_15_larger","f_diff_var_15_var_36_less_60","var15","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var30","new_num_var30_0","f_num_quan_70_sum_saldo","f_diff_imp_op_var41_efect_comer_ult1","saldo_var37","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","saldo_medio_var5_hace2","new_num_group5_sum","f_diff_imp_op_var41_comer_ult13","abs_f_ratio_num_var5_saldo_var5","num_var22_ult1","new_ind_sum","num_meses_var5_ult3","saldo_var5","new_num_sum","var15_ratio","var38","imp_op_var39_comer_ult1","num_var22_hace2","num_quantile_diff_3","num_var22_ult3","0.8301","0.845019","0.821393","0.82297","0.841579","0.814315","0.84165","0.829628","0.838869","0.850653"
"saldo_var42","var38_ratio","nonzerocount.saldo","var15","var38","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_8_ult11","var36","saldo_medio_var5_hace3","num_of_used","imp_trans_var37_ult1","new_ind_sum","f_diff_var_15_var_38","num_var45_hace2","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var35","f_num_non_zero_sum_ind","saldo_var30","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","f_num_quan_70_sum_imp","imp_op_var41_ult1","max.saldo","n0","num_quantile_diff_3","f_diff_var_15_larger","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","saldo_var5","abs_f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","sald0_quantile_diff_2","0.825189","0.821237","0.820069","0.815083","0.821737","0.831383","0.839119","0.810084","0.836106","0.848853"
"new_ind_var5_0","num_var5","f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","imp_op_var41_ult1","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var39_comer_ult1","ind_var5","imp_op_var39_comer_ult3","imp_op_var41_efect_ult1","new_num_group5_prcnt","var38_ratio","abs_f_diff_saldo_medio_var5_8_ult11","ind_comb_rank","new_ind_0_group5_sum","imp_op_var41_efect_ult3","var36","new_ftr_ult1_ult3_ratio_num_var45","var15","new_ind_var30_0","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var5_saldo_var5","imp_op_var39_efect_ult1","num_of_used","saldo_medio_var5_ult1","num_meses_var5_ult3","abs_f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var22_ult3_num_med_var45_ult3","num_var35","new_ind_group5_sum","f_ratio_num_var42_saldo_var42","saldo_var30","saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_num_var22","new_ind_sum","0.841346","0.843873","0.838685","0.820889","0.819801","0.815163","0.839523","0.808178","0.834524","0.84024"
"num_var4","num_of_used","nonzerocount.saldo","saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","var36","var38_ratio","f_diff_var_15_var_38","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var45_ult13","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_sum","saldo_medio_var5_hace2","saldo_var37","abs_f_ratio_num_var30_saldo_var30","num_meses_var39_vig_ult3","imp_ent_var16_ult1","sald0_quantile_diff_3","num_quantile_diff_1","var15_ratio","saldo_var42","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","new_ind_group5_sum","f_num_3_sum_num","f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var30_0","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","new_num_sum","0.842455","0.8412","0.828533","0.818605","0.822438","0.831431","0.819597","0.826771","0.825604","0.835803"
"f_num_quan_70_sum_saldo","num_of_used","num_var35","sald0_quantile_diff_3","f_diff_var_15_var_38","var38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","new_ftr_ult1_ult3_ratio_num_var45","ind_var30","f_ratio_num_var42_saldo_var42","num_var22_hace3","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var30","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","num_meses_var5_ult3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var42","saldo_medio_var5_hace2","new_num_sum","nonzerocount.saldo","num_var45_hace2","new_num_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var8_ult1","num_med_var45_ult3","f_diff_var_15_var_36_less_60","imp_op_var41_efect_ult3","new_num_group5_prcnt","var38_ratio","ind_var5","num_med_var22_ult3","nonzerocount.num","abs_f_diff_num_var30_4","new_ind_var30_0","0.823339","0.837075","0.809105","0.824485","0.828987","0.82437","0.823579","0.805721","0.831358","0.843157"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","abs_f_diff_saldo_var5_42","var38_ratio","ind_comb_rank","num_var45_hace2","f_num_non_zero_sum_ind","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","ind_var5","saldo_medio_var5_ult1","new_num_group5_sum","nonzerocount.saldo","f_diff_var_15_var_36_less_60","var38","f_diff_num_var30_4","new_num_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_group5_sum","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult1","new_num_prcnt","abs_f_ratio_num_var5_saldo_var5","new_ind_var5_0","new_ind_sum","f_ratio_num_var42_saldo_var42","num_var5","saldo_medio_var5_hace2","max.saldo","num_var42","saldo_var30","new_ind_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","saldo_var37","num_var35","imp_op_var41_ult1","0.83775","0.832734","0.838085","0.809901","0.828824","0.830303","0.8379","0.824811","0.833808","0.840947"
"num_med_var22_ult3","abs_f_diff_saldo_var5_30","ind_comb_rank","new_ind_sum","var38","var15","f_diff_var_15_var_36_rank","f_ratio_num_var42_saldo_var42","imp_trans_var37_ult1","imp_op_var41_efect_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","nonzerocount.num","f_diff_num_var30_4","num_of_used","max.saldo","imp_op_var39_ult1","f_diff_var_15_var_36_less_60","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var30","num_var42","num_meses_var5_ult3","f_num_quan_70_sum_saldo","sald0_quantile_diff_2","num_var4","num_var5","num_quantile_diff_3","saldo_var30","new_num_sum","var15_ratio","f_diff_var_15_larger","new_num_prcnt","num_var45_ult1","num_var22_hace3","f_diff_var_15_var_36_cutpoint_smaller","n0","0.841546","0.83753","0.837528","0.822413","0.83825","0.832497","0.840842","0.812055","0.836849","0.849409"
"imp_op_var39_comer_ult3","f_diff_num_var30_4","f_diff_imp_op_var39_comer_ult13","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var22","f_num_non_zero_sum_ind","var15","new_ind_var30_0","imp_op_var41_efect_ult1","var38","f_num_3_sum_num","num_var22_hace3","f_num_quan_70_sum_saldo","new_num_var5_0","num_var30","f_diff_saldo_medio_var5_ult13","new_ind_0_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var30","saldo_medio_var5_ult3","num_var5","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_sum","num_meses_var39_vig_ult3","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.num","saldo_var30","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","num_of_used","var38_ratio","sald0_quantile_diff_2","saldo_var37","f_diff_var_15_var_36_rank","new_num_var30_0","f_diff_var_15_var_38","0.841137","0.843896","0.821232","0.827327","0.831599","0.815368","0.841403","0.825957","0.835627","0.841571"
"nonzerocount.saldo","new_ind_sum","max.saldo","f_diff_var_15_var_36_rank","f_num_3_sum_num","num_var42","f_diff_num_var30_4","new_num_var5_0","ind_comb_rank","ind_var30","n0","f_diff_var_15_var_38","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_42","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15","saldo_medio_var5_hace2","num_of_used","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_sum","f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_hace2","new_num_prcnt","var38","num_var45_ult3","saldo_var30","num_var30_0","abs_f_diff_saldo_medio_var5_8_ult11","var36","f_diff_var_15_larger","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","ind_var5","0.840852","0.84145","0.83723","0.825384","0.820638","0.830965","0.838307","0.808403","0.835749","0.832794"
"saldo_medio_var5_ult1","num_meses_var39_vig_ult3","var15_ratio","saldo_medio_var5_hace2","abs_f_diff_num_var30_4","new_num_group5_prcnt","f_diff_var_15_larger","abs_f_diff_saldo_var5_30","new_ind_0_group5_sum","f_diff_imp_op_var39_comer_ult13","f_diff_saldo_medio_var5_8_ult11","ind_var30","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","f_diff_num_var30_4","num_var30","saldo_var30","new_num_group5_sum","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","num_var45_hace3","num_var22_ult1","sald0_quantile_diff_3","num_var42","n0","nonzerocount.saldo","abs_f_diff_saldo_var5_42","nonzerocount.num","num_var35","saldo_var8","f_num_quan_70_sum_saldo","var15","f_diff_num_var45_ult13","ind_comb_rank","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_ult3","0.845008","0.829579","0.839648","0.821968","0.818536","0.832362","0.837196","0.828821","0.836657","0.850965"
"new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var5_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_ult13","num_var45_ult3","num_meses_var39_vig_ult3","var38","var15_ratio","saldo_var42","sald0_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var35","abs_f_diff_saldo_var5_42","f_ratio_num_var42_saldo_var42","f_num_3_sum_num","f_diff_saldo_medio_var5_8_ult11","num_var42","saldo_medio_var5_hace3","num_var30","max.saldo","abs_f_diff_saldo_var5_30","abs_f_diff_num_var30_4","f_diff_num_var30_4","num_med_var45_ult3","num_var45_hace2","new_ind_var5_0","num_var22_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_larger","new_ind_var30_0","ind_comb_rank","sald0_quantile_diff_3","imp_op_var41_ult1","f_diff_var_15_var_38","abs_f_ratio_num_var30_saldo_var30","0.844561","0.836145","0.83935","0.823718","0.814511","0.832498","0.806412","0.8108","0.835867","0.840405"
"num_var22_hace3","abs_f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","f_num_quan_70_sum_saldo","num_var4","num_var22_ult3","var38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_larger","new_ind_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15_ratio","imp_ent_var16_ult1","sald0_quantile_diff_3","imp_op_var41_comer_ult1","saldo_var30","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","imp_trans_var37_ult1","saldo_medio_var5_hace2","ind_var30","saldo_var5","saldo_medio_var5_ult1","new_ind_0_group5_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","nonzerocount.saldo","imp_op_var39_comer_ult3","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","sald0_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var35","new_ind_var5_0","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_ult1","0.842256","0.817133","0.837013","0.819971","0.826613","0.829931","0.838325","0.807835","0.833829","0.840718"
"abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var45_ult13","nonzerocount.saldo","num_med_var45_ult3","imp_var43_emit_ult1","imp_op_var41_comer_ult3","ind_comb_rank","saldo_var5","num_quantile_diff_3","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace3","num_var30","f_diff_num_var30_4","f_diff_var_15_larger","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_hace3","f_diff_saldo_medio_var5_8_ult11","imp_trans_var37_ult1","new_ind_sum","new_ftr_ult1_ult3_ratio_num_var45","f_diff_var_15_var_36_rank","var38_ratio","saldo_medio_var5_hace2","imp_op_var41_efect_ult3","new_ind_var30_0","num_var4","saldo_var8","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","num_var22_hace3","f_num_non_zero_sum_ind","new_num_var30_0","saldo_medio_var5_ult3","imp_op_var39_efect_ult3","num_var42","var15","0.84294","0.827193","0.838251","0.827199","0.837797","0.831753","0.841306","0.826955","0.823524","0.850875"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","var36","new_num_prcnt","ind_var30","ind_var5","new_ind_group5_sum","saldo_var42","num_var45_ult3","var15_ratio","saldo_medio_var8_ult3","sald0_quantile_diff_2","num_meses_var39_vig_ult3","f_diff_num_var30_4","f_diff_var_15_var_38","f_diff_num_var45_ult13","imp_trans_var37_ult1","new_ind_var5_0","new_ind_sum","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","num_med_var45_ult3","f_num_non_zero_sum_ind","new_num_var8_0","saldo_medio_var5_hace3","abs_f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_less_60","var38","num_var30","num_var35","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_sum","saldo_medio_var5_hace2","num_var45_ult1","num_var5","saldo_var30","0.840978","0.840814","0.834786","0.818114","0.820476","0.829799","0.818501","0.808123","0.819758","0.840246"
"max.saldo","num_var45_ult3","saldo_medio_var5_hace2","nonzerocount.saldo","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_efect_ult1","new_ftr_ult1_ult3_ratio_num_var45","new_num_prcnt","num_med_var45_ult3","saldo_medio_var5_hace3","ind_var30","var15_ratio","num_var5","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_larger","num_quantile_diff_3","new_num_group5_prcnt","imp_trans_var37_ult1","num_var42","f_diff_num_var43_emit_recib_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var37","new_ftr_ult1_ult3_ratio_num_var22","saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var5_0","sald0_quantile_diff_3","f_diff_imp_op_var41_efect_comer_ult1","nonzerocount.num","saldo_var5","f_diff_var_15_var_36_rank","saldo_var42","ind_var5","num_meses_var5_ult3","0.834804","0.81301","0.828387","0.815947","0.830412","0.822021","0.828586","0.819307","0.826977","0.818011"
"f_diff_num_var30_4","imp_op_var41_comer_ult1","abs_f_diff_saldo_medio_var5_ult13","saldo_var5","new_ind_sum","f_num_3_sum_num","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var5_0","new_num_prcnt","max.saldo","num_of_used","var15","var38_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_1","ind_comb_rank","num_med_var45_ult3","f_ratio_num_var42_saldo_var42","new_num_var30_0","saldo_medio_var5_ult1","imp_op_var39_comer_ult3","f_diff_imp_op_var41_comer_ult13","num_med_var22_ult3","nonzerocount.saldo","saldo_medio_var5_hace3","num_meses_var5_ult3","f_num_non_zero_sum_ind","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var30","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult1","imp_op_var39_ult1","new_ftr_ult1_ult3_ratio_num_var22","sald0_quantile_diff_2","num_var42","0.844741","0.838093","0.840997","0.823486","0.837391","0.832964","0.840964","0.829666","0.83695","0.849592"
"var15_ratio","saldo_medio_var5_ult3","ind_comb_rank","f_diff_saldo_medio_var5_8_ult11","imp_trans_var37_ult1","f_diff_num_var45_ult13","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","f_num_3_sum_num","num_of_used","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_larger","saldo_var5","f_diff_imp_op_var39_comer_ult13","new_num_group5_sum","saldo_var8","new_num_prcnt","f_diff_num_var30_4","new_ind_group5_sum","imp_op_var41_efect_ult1","var38","new_ind_var5_0","var15","num_var4","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var30","n0","new_num_group5_prcnt","abs_f_ratio_num_var5_saldo_var5","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var39_efect_ult1","saldo_medio_var5_ult1","num_var30","abs_f_diff_saldo_medio_var5_ult13","ind_var30","f_ratio_num_var42_saldo_var42","num_meses_var39_vig_ult3","0.834928","0.842754","0.829957","0.821004","0.837775","0.830901","0.840485","0.826248","0.832309","0.847782"
"f_diff_var_15_var_36_less_60","num_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var36","f_diff_var_15_larger","new_ind_var30_0","new_num_group5_sum","saldo_medio_var8_ult1","new_num_var8_0","nonzerocount.saldo","saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_3_sum_num","f_ratio_num_var42_saldo_var42","new_num_var5_0","abs_f_diff_num_var30_4","num_var45_hace2","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var5_ult3","var15_ratio","var15","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","imp_op_var41_comer_ult3","f_num_non_zero_sum_ind","new_num_var30_0","imp_op_var39_ult1","saldo_medio_var5_hace2","num_of_used","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_prcnt","ind_var30","ind_comb_rank","0.838975","0.819771","0.811552","0.826324","0.836461","0.806571","0.837011","0.82397","0.807471","0.847056"
"f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","nonzerocount.num","saldo_var37","saldo_medio_var5_hace2","saldo_medio_var8_ult3","num_med_var22_ult3","num_meses_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var30_0","f_diff_num_var30_4","imp_ent_var16_ult1","n0","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var45","num_var35","f_diff_var_15_var_36_less_60","new_num_group5_prcnt","new_num_var30_0","new_ind_0_group5_sum","var15","f_diff_var_15_var_38","new_num_prcnt","num_of_used","num_meses_var39_vig_ult3","saldo_medio_var5_ult3","saldo_var30","var38_ratio","f_num_3_sum_num","f_diff_var_15_var_36_cutpoint_smaller","num_quantile_diff_3","new_ind_sum","new_ind_group5_sum","ind_comb_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.843063","0.84115","0.83029","0.813802","0.838486","0.832347","0.841129","0.826002","0.837077","0.848066"
"new_num_group5_sum","saldo_medio_var5_hace2","var38_ratio","f_diff_saldo_medio_var5_ult13","num_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","num_var22_hace2","f_diff_var_15_var_36_rank","var36","new_ftr_ult1_ult3_ratio_num_var22","sald0_quantile_diff_3","f_diff_num_var30_4","sald0_quantile_diff_1","ind_var30","num_of_used","saldo_medio_var5_ult3","num_var45_ult1","f_num_3_sum_num","f_ratio_num_var42_saldo_var42","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","var15","n0","new_ind_sum","saldo_var42","imp_trans_var37_ult1","imp_op_var39_ult1","num_var30","imp_op_var41_efect_ult1","f_num_quan_70_sum_saldo","saldo_var30","max.saldo","nonzerocount.saldo","saldo_medio_var5_hace3","0.840493","0.842815","0.838074","0.822849","0.836675","0.831486","0.84141","0.812739","0.833739","0.83008"
