"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6"
"var15_ratio","num_var45_hace2","f_ratio_num_var42_saldo_var42","imp_op_var39_efect_ult1","var38","var15","num_var4","new_num_var30_0","new_ind_var30_0","imp_trans_var37_ult1","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","sald0_quantile_diff_1","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace3","ind_comb_rank","imp_op_var41_ult1","num_var35","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.83987","0.840301","0.835758","0.827087","0.822742","0.829766"
"new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var8_ult1","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult1","new_num_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.saldo","new_ind_var5_0","num_var5","num_var4","var15","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","num_meses_var5_ult3","var15_ratio","num_var22_hace3","f_ratio_num_var42_saldo_var42","var38_ratio","new_num_group5_prcnt","0.818017","0.838067","0.83479","0.821803","0.833687","0.80898"
"abs_f_ratio_num_var5_saldo_var5","var38","num_meses_var5_ult3","new_num_sum","f_num_quan_70_sum_saldo","saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","f_num_non_zero_sum_ind","num_var35","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","new_num_prcnt","f_diff_var_15_larger","f_diff_var_15_var_36_rank","abs_f_ratio_num_var30_saldo_var30","ind_var30","saldo_var30","var38_ratio","var15_ratio","0.83245","0.830666","0.833963","0.810899","0.826402","0.81092"
"new_num_prcnt","f_diff_var_15_larger","sald0_quantile_diff_3","f_diff_var_15_var_36_cutpoint_smaller","var15","num_var35","num_var5","f_num_quan_70_sum_saldo","new_num_group5_prcnt","imp_op_var39_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_non_zero_sum_ind","imp_op_var41_ult1","num_of_used","imp_ent_var16_ult1","saldo_medio_var5_ult3","num_var45_hace3","0.831436","0.840408","0.833727","0.810044","0.816268","0.825981"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ind_group5_sum","f_diff_imp_op_var39_comer_ult13","num_var30","new_ind_var30_0","var15","f_diff_var_15_larger","f_diff_num_var30_4","f_num_non_zero_sum_ind","saldo_var8","num_var30_0","new_num_sum","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","n0","var36","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","0.821698","0.814827","0.821259","0.800435","0.823354","0.811439"
"f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace2","imp_ent_var16_ult1","new_ind_group5_sum","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var30","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","var15_ratio","var38_ratio","max.saldo","saldo_medio_var5_ult3","num_var45_hace2","0.829216","0.824007","0.812231","0.820197","0.81846","0.823872"
"n0","num_quantile_diff_3","saldo_medio_var5_ult3","saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_ult1","saldo_var30","var15_ratio","ind_var5","f_diff_var_15_var_36_less_60","num_var22_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var30_0","imp_op_var41_comer_ult1","saldo_medio_var8_ult1","saldo_medio_var5_hace3","saldo_medio_var8_ult3","num_var30","ind_comb_rank","0.838209","0.822489","0.833623","0.808426","0.816561","0.809543"
"saldo_var5","f_diff_var_15_larger","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","new_ind_var30_0","abs_f_diff_num_var30_4","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","num_var45_hace2","ind_var5","num_var5","imp_trans_var37_ult1","f_ratio_num_var42_saldo_var42","saldo_var42","nonzerocount.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.834107","0.834697","0.832828","0.806619","0.820083","0.825954"
"f_num_3_sum_num","ind_comb_rank","num_of_used","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","new_ind_sum","abs_f_ratio_num_var30_saldo_var30","new_num_group5_sum","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var8_ult1","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace2","n0","max.saldo","var15_ratio","num_var35","f_num_non_zero_sum_ind","num_var45_ult1","imp_op_var39_comer_ult3","num_var42","0.827913","0.825188","0.819042","0.805667","0.81443","0.818697"
"var15_ratio","new_num_var30_0","saldo_medio_var5_hace3","new_ind_var5_0","num_meses_var39_vig_ult3","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","sald0_quantile_diff_1","max.saldo","num_var30","saldo_var5","new_num_prcnt","f_diff_var_15_larger","saldo_medio_var5_hace2","saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","0.839212","0.825686","0.816178","0.819165","0.837752","0.827332"
"new_num_prcnt","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","ind_comb_rank","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15_ratio","new_ind_var30_0","num_var42","f_num_3_sum_num","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","num_var22_ult1","saldo_var5","new_num_group5_sum","f_ratio_num_var42_saldo_var42","num_var30","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace3","abs_f_diff_num_var30_4","nonzerocount.num","0.835328","0.834098","0.830505","0.812756","0.829183","0.821303"
"saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","nonzerocount.saldo","num_var45_ult3","f_num_3_sum_num","num_var30","saldo_medio_var5_ult3","f_diff_num_var30_4","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_ult1","var15","var38_ratio","saldo_var8","imp_op_var39_comer_ult1","f_diff_var_15_var_36_rank","f_num_non_zero_sum_ind","num_var35","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","0.832115","0.836625","0.833853","0.806589","0.832242","0.827097"
"num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","f_diff_var_15_var_36_rank","num_meses_var5_ult3","nonzerocount.saldo","saldo_medio_var5_ult3","new_ind_0_group5_sum","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_ult13","n0","abs_f_diff_saldo_medio_var5_8_ult11","var15_ratio","num_quantile_diff_3","f_diff_num_var45_ult13","new_ftr_ult1_ult3_ratio_num_var45","num_var22_ult1","new_num_group5_sum","saldo_medio_var5_hace2","0.824484","0.823849","0.830169","0.817598","0.827848","0.80561"
"sald0_quantile_diff_2","max.saldo","num_var45_ult1","num_var42","new_num_var8_0","new_num_prcnt","f_diff_var_15_var_36_rank","num_meses_var39_vig_ult3","imp_op_var41_efect_ult3","f_diff_var_15_larger","f_num_3_sum_num","imp_trans_var37_ult1","var15","saldo_var42","num_var30","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","saldo_medio_var5_hace2","new_ind_group5_sum","0.830567","0.829816","0.834779","0.819136","0.836127","0.829046"
"var15","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_cutpoint_smaller","n0","num_var22_ult1","abs_f_diff_saldo_medio_var5_ult13","nonzerocount.num","saldo_medio_var5_hace3","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_imp_op_var41_efect_comer_ult1","new_num_prcnt","num_var35","num_var5","num_var22_ult3","saldo_medio_var8_ult3","num_var42","f_ratio_num_var42_saldo_var42","0.829018","0.835083","0.815878","0.802264","0.817568","0.819847"
"f_diff_num_var30_4","saldo_medio_var8_ult3","var38","new_num_sum","abs_f_diff_saldo_var5_42","var38_ratio","new_ind_var30_0","sald0_quantile_diff_1","sald0_quantile_diff_2","abs_f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","new_num_var5_0","new_ind_group5_sum","saldo_var37","saldo_medio_var5_hace3","f_num_3_sum_num","var15","0.838","0.836715","0.811378","0.813795","0.835334","0.825483"
"saldo_medio_var8_ult3","abs_f_diff_imp_op_var41_efect_comer_ult1","new_num_group5_prcnt","f_diff_num_var45_ult13","num_med_var22_ult3","num_var45_ult3","var15_ratio","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","max.saldo","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","num_var45_ult1","ind_comb_rank","nonzerocount.saldo","var15","f_diff_var_15_var_36_less_60","f_diff_num_var30_4","saldo_medio_var5_hace3","0.842798","0.833081","0.838344","0.818433","0.82603","0.830478"
"new_ind_var5_0","var38","saldo_medio_var5_hace2","max.saldo","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","f_diff_var_15_larger","saldo_medio_var5_hace3","ind_comb_rank","f_diff_var_15_var_36_rank","sald0_quantile_diff_2","imp_op_var41_efect_ult1","new_num_group5_prcnt","nonzerocount.num","imp_ent_var16_ult1","num_quantile_diff_3","num_var22_ult1","f_diff_var_15_var_38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var30","0.840329","0.819349","0.809426","0.827753","0.838494","0.829637"
"ind_var30","f_diff_imp_op_var41_efect_comer_ult1","var38_ratio","new_ftr_ult1_ult3_ratio_num_var45","new_num_var5_0","abs_f_ratio_num_var5_saldo_var5","imp_op_var41_comer_ult3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_num_var30_4","var15","saldo_var37","f_diff_num_var45_ult13","num_var35","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_30","ind_comb_rank","num_of_used","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_prcnt","0.820852","0.839902","0.83527","0.820768","0.833369","0.804418"
"num_var30","new_num_group5_sum","var15","ind_comb_rank","num_meses_var39_vig_ult3","new_num_sum","n0","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var37","ind_var30","f_diff_var_15_var_36_rank","f_diff_num_var30_4","nonzerocount.saldo","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","num_var45_ult3","new_ind_group5_sum","0.826411","0.821291","0.818831","0.802226","0.817201","0.807054"
"new_num_var5_0","num_var45_ult1","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_num_var30_4","nonzerocount.num","var15","new_num_group5_prcnt","imp_op_var41_comer_ult1","f_diff_var_15_larger","num_var42","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var15_ratio","imp_op_var39_ult1","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_ult1","imp_op_var41_efect_ult3","f_diff_var_15_var_38","ind_comb_rank","new_num_group5_sum","0.831","0.823635","0.824393","0.817906","0.826525","0.804804"
"saldo_medio_var5_ult3","nonzerocount.num","var15_ratio","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_ult13","nonzerocount.saldo","var38","saldo_medio_var5_hace2","num_of_used","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_0_group5_sum","num_var30","var15","saldo_medio_var5_hace3","num_var45_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_30","new_num_var30_0","f_diff_var_15_larger","num_var22_ult3","0.834165","0.823833","0.82459","0.809492","0.823556","0.832417"
"max.saldo","num_quantile_diff_3","num_of_used","new_ind_var5_0","sald0_quantile_diff_2","abs_f_diff_saldo_var5_30","new_num_sum","f_diff_num_var43_emit_recib_ult1","new_ind_var30_0","var15_ratio","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_imp_op_var41_efect_comer_ult1","num_var30","n0","new_num_var30_0","new_ind_sum","imp_op_var41_efect_ult1","imp_op_var39_comer_ult3","f_diff_var_15_larger","0.829175","0.823702","0.828288","0.813638","0.823111","0.820561"
"nonzerocount.num","num_var35","ind_comb_rank","f_diff_num_var22_ult3_num_med_var45_ult3","n0","num_of_used","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","max.saldo","f_diff_var_15_var_36_rank","imp_op_var39_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","f_ratio_num_var42_saldo_var42","abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_8_ult11","imp_var43_emit_ult1","new_num_var30_0","var15_ratio","0.830807","0.825627","0.831143","0.81525","0.821849","0.809189"
"f_diff_var_15_larger","new_ind_group5_sum","num_var45_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var45_ult13","nonzerocount.num","num_quantile_diff_3","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","imp_op_var39_comer_ult1","f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","saldo_medio_var5_hace3","saldo_medio_var8_ult3","abs_f_diff_num_var30_4","num_var35","num_var22_hace3","num_var4","f_diff_var_15_var_36_rank","sald0_quantile_diff_2","0.830265","0.829877","0.825293","0.81407","0.8003","0.81705"
"saldo_var42","nonzerocount.saldo","f_diff_saldo_medio_var5_8_ult11","num_med_var22_ult3","num_meses_var5_ult3","new_ind_var5_0","sald0_quantile_diff_3","f_diff_var_15_var_36_rank","imp_trans_var37_ult1","var15","var38","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","var38_ratio","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_comer_ult3","new_num_var5_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var30","0.83893","0.824861","0.836055","0.823235","0.836789","0.805976"
"abs_f_diff_saldo_var5_30","var15_ratio","num_of_used","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_42","nonzerocount.saldo","num_var30","saldo_medio_var5_ult1","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_1","new_ind_var30_0","new_num_group5_prcnt","saldo_medio_var8_ult3","abs_f_ratio_num_var5_saldo_var5","ind_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","f_num_3_sum_num","saldo_var30","0.835252","0.827792","0.82735","0.816985","0.821496","0.825652"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","new_num_prcnt","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","var15_ratio","saldo_var42","new_ind_sum","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","n0","num_var5","var15","f_diff_var_15_larger","new_num_var8_0","num_var22_ult1","num_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","0.826641","0.820747","0.813558","0.817545","0.828554","0.820878"
"f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_sum","new_ind_var30_0","var15","new_num_group5_prcnt","f_diff_num_var30_4","num_var22_hace2","f_diff_var_15_var_38","sald0_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_ult1","ind_var30","num_med_var22_ult3","f_diff_imp_op_var39_comer_ult13","ind_comb_rank","f_diff_var_15_larger","num_var5","0.818334","0.809039","0.826969","0.805659","0.826056","0.821257"
"num_med_var45_ult3","num_of_used","var15","num_med_var22_ult3","num_var45_hace2","imp_ent_var16_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","abs_f_diff_saldo_var5_30","imp_op_var41_ult1","abs_f_ratio_num_var30_saldo_var30","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_42","nonzerocount.saldo","saldo_var37","saldo_var8","saldo_var30","0.825324","0.824963","0.828294","0.813637","0.81699","0.807472"
"f_num_quan_70_sum_saldo","var15","max.saldo","abs_f_ratio_num_var30_saldo_var30","num_var42","f_ratio_num_var42_saldo_var42","f_diff_var_15_larger","abs_f_diff_saldo_var5_30","saldo_var30","n0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var45_ult13","num_meses_var39_vig_ult3","new_ind_0_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","abs_f_diff_saldo_var5_42","saldo_medio_var5_ult3","f_num_3_sum_num","0.835617","0.831549","0.824748","0.815178","0.81509","0.820775"
"f_diff_imp_op_var39_comer_ult13","f_ratio_num_var42_saldo_var42","new_num_group5_sum","num_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","new_num_sum","num_of_used","saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_num_var45","sald0_quantile_diff_3","f_diff_num_var45_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_ult1","imp_op_var41_efect_ult3","num_var45_hace2","var15","0.82317","0.833343","0.818568","0.806266","0.8191","0.820522"
"num_var45_hace3","f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var45","num_var35","f_num_quan_70_sum_imp","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var22_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","num_var42","var36","var15","var38","num_var30","sald0_quantile_diff_2","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","new_ind_sum","n0","0.815825","0.838244","0.834976","0.822373","0.835046","0.82628"
"saldo_medio_var5_hace3","var15","num_of_used","saldo_var42","new_ind_var5_0","imp_op_var41_efect_ult3","new_num_var30_0","saldo_var30","num_var4","num_var45_hace2","f_diff_var_15_var_36_rank","new_num_prcnt","num_med_var22_ult3","var38_ratio","f_diff_var_15_var_36_less_60","num_var30_0","abs_f_ratio_num_var5_saldo_var5","max.saldo","var38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.835662","0.831876","0.816177","0.821843","0.837287","0.83348"
"f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var8_ult3","var15_ratio","saldo_medio_var5_hace3","saldo_var30","f_diff_saldo_medio_var5_8_ult11","f_diff_num_var22_ult3_num_med_var45_ult3","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","num_of_used","num_var22_ult3","new_ind_sum","new_num_group5_prcnt","f_diff_var_15_var_36_cutpoint_smaller","ind_var30","0.831352","0.831841","0.813385","0.807185","0.815144","0.803885"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_hace2","abs_f_diff_num_var30_4","new_ind_var5_0","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","nonzerocount.saldo","imp_op_var41_ult1","new_num_prcnt","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","num_meses_var39_vig_ult3","num_var45_ult3","f_num_3_sum_num","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","saldo_medio_var8_ult1","num_med_var22_ult3","0.808635","0.823536","0.825129","0.801033","0.814541","0.801261"
"f_ratio_num_var42_saldo_var42","f_num_non_zero_sum_ind","imp_op_var41_ult1","saldo_var8","var36","nonzerocount.num","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","num_var22_ult3","ind_var5","saldo_var5","saldo_medio_var5_ult1","num_var30_0","var15_ratio","num_var42","new_num_sum","num_meses_var5_ult3","num_var30","abs_f_diff_saldo_medio_var5_8_ult11","0.835559","0.810633","0.810269","0.815676","0.813541","0.806472"
"num_var30","new_ftr_ult1_ult3_ratio_num_var45","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","n0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","sald0_quantile_diff_1","ind_comb_rank","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var30_saldo_var30","saldo_var5","ind_var5","num_meses_var5_ult3","var38_ratio","f_diff_var_15_var_38","new_num_prcnt","0.831498","0.82928","0.822739","0.816808","0.825463","0.809618"
"var15_ratio","imp_op_var39_efect_ult3","f_diff_num_var43_emit_recib_ult1","var38","new_num_sum","f_diff_saldo_medio_var5_ult13","var36","num_var45_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace2","saldo_var42","new_ftr_ult1_ult3_ratio_num_var45","num_of_used","new_num_var5_0","saldo_var5","f_diff_num_var45_ult13","saldo_medio_var5_ult1","saldo_medio_var5_ult3","num_quantile_diff_1","0.832821","0.824777","0.833317","0.817911","0.825858","0.828767"
"f_diff_num_var22_ult3_num_med_var45_ult3","var15","imp_trans_var37_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","imp_op_var41_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult3","num_var45_hace2","f_diff_var_15_larger","f_diff_imp_op_var39_comer_ult13","sald0_quantile_diff_3","new_num_var30_0","f_diff_num_var30_4","var38_ratio","num_var30","imp_op_var41_efect_ult1","f_diff_num_var45_ult13","num_var42","0.830711","0.823606","0.832135","0.814722","0.836304","0.827042"
"var15","saldo_medio_var5_hace3","num_var45_ult1","saldo_var5","new_num_group5_prcnt","ind_comb_rank","num_var4","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_ult13","num_var5","var15_ratio","num_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_hace3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","saldo_medio_var5_hace2","abs_f_diff_imp_op_var41_efect_comer_ult1","0.840506","0.826077","0.836561","0.824233","0.837219","0.829408"
"new_num_group5_sum","f_diff_var_15_var_36_rank","ind_comb_rank","f_diff_var_15_var_36_cutpoint_smaller","num_var5","new_ind_0_group5_sum","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","f_num_non_zero_sum_ind","f_diff_var_15_var_38","num_of_used","new_ftr_ult1_ult3_ratio_num_var22","sald0_quantile_diff_2","saldo_medio_var5_hace2","var15_ratio","num_var42","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var5","0.833963","0.812104","0.809061","0.806446","0.819163","0.823865"
"num_var30","f_num_quan_70_sum_saldo","var15_ratio","nonzerocount.saldo","num_quantile_diff_1","nonzerocount.num","num_var22_ult3","num_var5","imp_op_var41_efect_ult3","new_ftr_ult1_ult3_ratio_num_var45","f_diff_var_15_larger","sald0_quantile_diff_2","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var30_4","num_var45_ult3","var36","new_ind_var30_0","new_num_group5_prcnt","0.824358","0.820813","0.816891","0.80681","0.80715","0.806623"
"f_diff_var_15_var_36_cutpoint_smaller","num_quantile_diff_3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.saldo","new_ind_var30_0","abs_f_diff_saldo_var5_42","saldo_medio_var8_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var5_hace3","ind_var5","var15","num_meses_var39_vig_ult3","sald0_quantile_diff_1","var36","num_var42","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","saldo_var8","f_num_quan_70_sum_saldo","0.835831","0.809731","0.829123","0.814408","0.826172","0.820743"
"ind_var30","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","num_var45_ult3","f_diff_var_15_var_36_rank","f_diff_num_var45_ult13","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","f_diff_num_var30_4","var15_ratio","imp_var43_emit_ult1","saldo_medio_var8_ult3","num_var35","num_med_var45_ult3","f_num_quan_70_sum_saldo","num_var22_hace2","f_diff_imp_op_var39_comer_ult13","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","0.841068","0.810499","0.832829","0.823492","0.833496","0.827673"
"saldo_var42","nonzerocount.saldo","var15_ratio","imp_op_var39_efect_ult1","var38","var38_ratio","saldo_medio_var5_ult3","num_var35","f_num_quan_70_sum_saldo","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","num_var5","saldo_medio_var5_ult1","new_num_var30_0","new_num_sum","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var39_ult1","0.817667","0.841666","0.834679","0.808397","0.82278","0.808894"
